timestamp,power_watt
2025-10-10T12:49:00+02:00,134.04899999999998
2025-10-10T12:49:01+02:00,133.10299999999998
2025-10-10T12:49:02+02:00,132.82000000000002
2025-10-10T12:49:03+02:00,131.568
2025-10-10T12:49:04+02:00,134.33100000000002
2025-10-10T12:49:05+02:00,133.322
2025-10-10T12:49:06+02:00,132.94100000000003
2025-10-10T12:49:07+02:00,132.79700000000003
2025-10-10T12:49:08+02:00,134.384
2025-10-10T12:49:09+02:00,134.825
2025-10-10T12:49:10+02:00,132.83600000000007
2025-10-10T12:49:11+02:00,132.47599999999994
2025-10-10T12:49:12+02:00,134.23500000000004
2025-10-10T12:49:13+02:00,133.23099999999994
2025-10-10T12:49:14+02:00,133.548
2025-10-10T12:49:15+02:00,132.338
2025-10-10T12:49:16+02:00,139.72600000000003
2025-10-10T12:49:17+02:00,135.562
2025-10-10T12:49:18+02:00,133.22300000000004
2025-10-10T12:49:19+02:00,134.188
2025-10-10T12:49:20+02:00,156.04000000000002
2025-10-10T12:49:21+02:00,146.55900000000008
2025-10-10T12:49:22+02:00,139.89499999999995
2025-10-10T12:49:23+02:00,172.623
2025-10-10T12:49:24+02:00,171.08700000000002
2025-10-10T12:49:25+02:00,172.252
2025-10-10T12:49:26+02:00,378.30999999999983
2025-10-10T12:49:27+02:00,523.8219999999999
2025-10-10T12:49:28+02:00,517.2850000000001
2025-10-10T12:49:29+02:00,489.0830000000001
2025-10-10T12:49:30+02:00,512.6151515151516
2025-10-10T12:49:31+02:00,541.6950000000002
2025-10-10T12:49:32+02:00,587.132
2025-10-10T12:49:33+02:00,608.5860000000001
2025-10-10T12:49:34+02:00,612.9880000000003
2025-10-10T12:49:35+02:00,618.2769999999999
2025-10-10T12:49:36+02:00,624.5980000000002
2025-10-10T12:49:37+02:00,630.5459999999999
2025-10-10T12:49:38+02:00,641.0189999999999
2025-10-10T12:49:39+02:00,646.912
2025-10-10T12:49:40+02:00,651.3439999999999
2025-10-10T12:49:41+02:00,649.9500000000003
2025-10-10T12:49:42+02:00,651.104
2025-10-10T12:49:43+02:00,650.8280000000001
2025-10-10T12:49:44+02:00,652.1169999999998
2025-10-10T12:49:45+02:00,653.458
2025-10-10T12:49:46+02:00,650.7610000000001
2025-10-10T12:49:47+02:00,649.3290000000001
2025-10-10T12:49:48+02:00,653.5050000000003
2025-10-10T12:49:49+02:00,652.424
2025-10-10T12:49:50+02:00,652.244
2025-10-10T12:49:51+02:00,654.414
2025-10-10T12:49:52+02:00,648.2630000000004
2025-10-10T12:49:53+02:00,647.89
2025-10-10T12:49:54+02:00,644.9440000000001
2025-10-10T12:49:55+02:00,644.0333333333335
2025-10-10T12:49:56+02:00,642.156
2025-10-10T12:49:57+02:00,637.4660000000001
2025-10-10T12:49:58+02:00,638.6720000000001
2025-10-10T12:49:59+02:00,635.315
2025-10-10T12:50:00+02:00,638.148
2025-10-10T12:50:01+02:00,639.346
2025-10-10T12:50:02+02:00,638.6960000000004
2025-10-10T12:50:03+02:00,637.8480000000001
2025-10-10T12:50:04+02:00,638.9419999999998
2025-10-10T12:50:05+02:00,636.165
2025-10-10T12:50:06+02:00,639.7499999999999
2025-10-10T12:50:07+02:00,638.0179999999999
2025-10-10T12:50:08+02:00,637.5430000000002
2025-10-10T12:50:09+02:00,631.0939999999998
2025-10-10T12:50:10+02:00,625.4139999999998
2025-10-10T12:50:11+02:00,619.1089999999999
2025-10-10T12:50:12+02:00,613.02
2025-10-10T12:50:13+02:00,608.078
2025-10-10T12:50:14+02:00,602.8850000000003
2025-10-10T12:50:15+02:00,600.361
2025-10-10T12:50:16+02:00,597.114141414141
2025-10-10T12:50:17+02:00,598.3960396039604
2025-10-10T12:50:18+02:00,597.4434343434344
2025-10-10T12:50:19+02:00,593.6479999999999
2025-10-10T12:50:20+02:00,591.4789999999999
2025-10-10T12:50:21+02:00,590.0360000000002
2025-10-10T12:50:22+02:00,591.721
2025-10-10T12:50:23+02:00,595.9319999999999
2025-10-10T12:50:24+02:00,596.7130000000002
