timestamp,power_watt
2025-10-10T12:49:00+02:00,135.727
2025-10-10T12:49:01+02:00,135.734
2025-10-10T12:49:02+02:00,134.09000000000003
2025-10-10T12:49:03+02:00,133.19299999999998
2025-10-10T12:49:04+02:00,135.035
2025-10-10T12:49:05+02:00,134.31799999999998
2025-10-10T12:49:06+02:00,141.85399999999996
2025-10-10T12:49:07+02:00,134.384
2025-10-10T12:49:08+02:00,135.746
2025-10-10T12:49:09+02:00,135.04900000000004
2025-10-10T12:49:10+02:00,134.622
2025-10-10T12:49:11+02:00,134.67899999999997
2025-10-10T12:49:12+02:00,134.738
2025-10-10T12:49:13+02:00,134.03700000000003
2025-10-10T12:49:14+02:00,134.85500000000002
2025-10-10T12:49:15+02:00,133.83100000000005
2025-10-10T12:49:16+02:00,134.98699999999997
2025-10-10T12:49:17+02:00,134.89600000000002
2025-10-10T12:49:18+02:00,134.18300000000005
2025-10-10T12:49:19+02:00,134.05900000000003
2025-10-10T12:49:20+02:00,155.94000000000003
2025-10-10T12:49:21+02:00,149.70999999999998
2025-10-10T12:49:22+02:00,140.64699999999996
2025-10-10T12:49:23+02:00,172.575
2025-10-10T12:49:24+02:00,171.27599999999995
2025-10-10T12:49:25+02:00,171.99299999999988
2025-10-10T12:49:26+02:00,389.5479999999999
2025-10-10T12:49:27+02:00,532.817
2025-10-10T12:49:28+02:00,535.913
2025-10-10T12:49:29+02:00,528.192
2025-10-10T12:49:30+02:00,555.3242424242424
2025-10-10T12:49:31+02:00,578.3570000000001
2025-10-10T12:49:32+02:00,605.3470000000001
2025-10-10T12:49:33+02:00,617.73
2025-10-10T12:49:34+02:00,621.4000000000001
2025-10-10T12:49:35+02:00,620.6829999999999
2025-10-10T12:49:36+02:00,622.6569999999999
2025-10-10T12:49:37+02:00,622.3090000000002
2025-10-10T12:49:38+02:00,628.6039999999998
2025-10-10T12:49:39+02:00,631.1250000000003
2025-10-10T12:49:40+02:00,638.2750000000001
2025-10-10T12:49:41+02:00,641.2379999999998
2025-10-10T12:49:42+02:00,641.9819999999999
2025-10-10T12:49:43+02:00,641.6650000000002
2025-10-10T12:49:44+02:00,638.863
2025-10-10T12:49:45+02:00,639.164
2025-10-10T12:49:46+02:00,639.349
2025-10-10T12:49:47+02:00,635.1650000000002
2025-10-10T12:49:48+02:00,633.1040000000002
2025-10-10T12:49:49+02:00,630.8299999999997
2025-10-10T12:49:50+02:00,632.5219999999998
2025-10-10T12:49:51+02:00,632.6939999999998
2025-10-10T12:49:52+02:00,630.8530000000001
2025-10-10T12:49:53+02:00,629.6690000000001
2025-10-10T12:49:54+02:00,623.9259999999999
2025-10-10T12:49:55+02:00,621.1909090909094
2025-10-10T12:49:56+02:00,617.863
2025-10-10T12:49:57+02:00,612.4580000000001
2025-10-10T12:49:58+02:00,611.5560000000003
2025-10-10T12:49:59+02:00,609.7100000000002
2025-10-10T12:50:00+02:00,609.8890000000001
2025-10-10T12:50:01+02:00,611.9219999999999
2025-10-10T12:50:02+02:00,615.5640000000001
2025-10-10T12:50:03+02:00,622.403
2025-10-10T12:50:04+02:00,626.4539999999998
2025-10-10T12:50:05+02:00,626.6689999999998
2025-10-10T12:50:06+02:00,622.961
2025-10-10T12:50:07+02:00,616.0889999999998
2025-10-10T12:50:08+02:00,615.068
2025-10-10T12:50:09+02:00,604.9219999999999
2025-10-10T12:50:10+02:00,604.363
2025-10-10T12:50:11+02:00,602.063
2025-10-10T12:50:12+02:00,598.6730000000001
2025-10-10T12:50:13+02:00,593.5849999999996
2025-10-10T12:50:14+02:00,592.939
2025-10-10T12:50:15+02:00,592.7460000000002
2025-10-10T12:50:16+02:00,593.279797979798
2025-10-10T12:50:17+02:00,590.5029702970298
2025-10-10T12:50:18+02:00,590.0505050505047
2025-10-10T12:50:19+02:00,586.6279999999999
